Accounting-Control-Number-Numéro-contrôle-comptable,Journal-Voucher-Type-Code-Code-du-type-de-pièce-de-journal,Fiscal-Year-Année-Fiscale,Journal-Voucher-Identifier-Identificateur-de-la-pièce-de-journal,Accounting-Effective-Date-Date-d'entrée-en-vigueur-comptable,DepartmentNumber-Numéro-de-Ministère,Fiscal-Month-Mois-Fiscal,Journal-Voucher-Item-Identifier-Identificateur-de-l'item-de-la-pièce-de-journal,Financial-Coding-Block-Bloc-de-codage-financier,Subleger-Account-Identifier-Compte-du-grand-livre-auxiliaire,Credit/Debit-Code-Code-Crédit/Débit,Journal-Voucher-Item-Amount-Montant-de-l'item-de-la-pièce-de-journal,Control-Data-Type-Type-de-données-de-contrôle,Accounting-Summary-Transaction-Line-Count-Sommaire-comptable-transaction-compte-ligne,GBS-Control-Number-Numéro-de-contrôle-du-SBG,General-Ledger-Account-Code-Code-du-compte-du-grand-livre-général
202324300009,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147007,DR,640.00,COK,1,202324200128388,
202324300010,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147008,DR,1706.10,COK,1,202324200128389,
202324300011,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147009,DR,1682.75,COK,1,202324200128390,
202324300012,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147011,DR,665.42,COK,1,202324200128391,
202324300013,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147016,DR,114.24,COK,1,202324200128392,
202324300014,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147020,DR,285.87,COK,1,202324200128393,
202324300015,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147025,DR,176.81,COK,1,202324200128394,
202324300016,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147026,DR,931.41,COK,2,202324200128395,
202324300017,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147027,DR,1469.45,COK,2,202324200128396,
202324300018,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147028,DR,445.30,COK,1,202324200128397,
202324300019,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147031,DR,32.86,COK,1,202324200128398,
202324300020,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147036,DR,300.63,COK,1,202324200128399,
202324300021,ADEPT,2023/2024,,2023-08-30,014,05,1,,0148455,DR,440.00,COK,1,202324200128400,
202324300022,ADEPT,2023/2024,,2023-08-30,014,05,1,,0148460,DR,1268.00,COK,1,202324200128401,
202324300023,ADEPT,2023/2024,,2023-08-30,014,05,1,,0148477,DR,1546.00,COK,3,202324200128402,
202324300024,ADEPT,2023/2024,,2023-08-30,014,05,1,,0148488,DR,2000.00,COK,2,202324200128403,
202324300025,ADEPT,2023/2024,,2023-08-30,122,05,1,,1220107,DR,420.00,COK,1,202324200128411,
202324300026,ADEPT,2023/2024,,2023-08-30,122,05,1,,1220481,DR,330.00,COK,1,202324200128412,
202324300027,ADEPT,2023/2024,,2023-08-30,122,05,1,,1220581,DR,151.21,COK,3,202324200128413,
202324300028,ADEPT,2023/2024,,2023-08-30,122,05,1,,1220691,DR,168.98,COK,1,202324200128414,
202324300029,ADEPT,2023/2024,,2023-08-30,122,05,1,,1221491,DR,226.00,COK,1,202324200128415,
202324300030,ADEPT,2023/2024,,2023-08-30,122,05,1,,1221493,DR,348.17,COK,2,202324200128416,
202324300031,ADEPT,2023/2024,,2023-08-30,122,05,1,,1221494,DR,268.46,COK,3,202324200128417,
202324300032,ADEPT,2023/2024,,2023-08-30,122,05,1,,1221500,DR,1111.00,COK,3,202324200128418,
202324300033,ADEPT,2023/2024,,2023-08-30,122,05,1,,1221560,DR,857.19,COK,1,202324200128419,
202324300034,ADEPT,2023/2024,,2023-08-30,122,05,1,,1221585,DR,442.57,COK,2,202324200128420,
202324300035,ADEPT,2023/2024,,2023-08-30,122,05,1,,1221887,DR,1967.35,COK,6,202324200128421,
202324300036,ADEPT,2023/2024,,2023-08-30,122,05,1,,1222490,DR,578.29,COK,1,202324200128422,
202324300037,ADEPT,2023/2024,,2023-08-30,122,05,1,,1222509,DR,2156.26,COK,1,202324200128423,
202324300038,ADEPT,2023/2024,,2023-08-30,122,05,1,,1223703,DR,415.97,COK,1,202324200128424,
202324300039,ADEPT,2023/2024,,2023-08-30,122,05,1,,1223704,DR,1192.25,COK,2,202324200128425,
202324300040,ADEPT,2023/2024,,2023-08-30,122,05,1,,1224391,DR,326.00,COK,1,202324200128426,
202324300041,ADEPT,2023/2024,,2023-08-30,122,05,1,,1224392,DR,180.40,COK,1,202324200128427,
202324300042,ADEPT,2023/2024,,2023-08-30,122,05,1,,1224394,DR,905.00,COK,4,202324200128428,
202324300043,ADEPT,2023/2024,,2023-08-30,122,05,1,,1224796,DR,1322.50,COK,1,202324200128429,
202324300044,ADEPT,2023/2024,,2023-08-30,122,05,1,,1228196,DR,302.71,COK,1,202324200128430,
202324300045,ADEPT,2023/2024,,2023-08-30,122,05,1,,1228800,DR,280.00,COK,4,202324200128431,
202324300046,ADEPT,2023/2024,,2023-08-30,122,05,1,,1228891,DR,394.68,COK,1,202324200128432,
202324300047,JVEFI,2023/2024,,2023-08-31,005,05,1,,0050050,DR,4923.46,CMC,2,202324300128436,
202324300048,JVEFI,2023/2024,,2023-08-31,005,05,1,,0050054,DR,5038.08,CMC,5,202324300128437,
202324300049,JVEFI,2023/2024,,2023-08-31,001,05,1,,0013020,DR,595.78,CMC,1,202324300128435,
202324300050,JVEFI,2023/2024,,2023-08-31,005,05,1,,0050050,DR,2956.37,CMC,1,202324300128436,
202324300051,JVEFI,2023/2024,,2023-08-31,005,05,1,,0050054,CR,1896.93,CMC,3,202324300128437,
202324300052,JVEFI,2023/2024,,2023-08-31,018,05,1,,0180127,DR,1059.40,CMC,1,202324300128439,
202324300053,JVEFI,2023/2024,,2023-08-31,018,05,1,,0183330,DR,14848.88,CMC,1,202324300128440,
202324300054,JVEFI,2023/2024,,2023-08-31,030,05,1,,0301612,DR,748.45,CMC,1,202324300128441,
202324300055,JVEFR,2023/2024,,2023-08-30,030,05,1,,0302201,CR,1038.94,CME,1,202324200128404,
202324300056,JVFID,2023/2024,,2023-08-31,097,05,1,,,DR,2805.94,JMU,1,202324300128443,
202324300057,JVFIR,2023/2024,,2023-08-31,097,05,1,,,DR,2033884.56,JMT,1,202324300128442,
202324300058,JVFIR,2023/2024,,2023-08-31,097,05,1,,,DR,613508.22,JMT,1,202324300128442,
202324300059,JVFIR,2023/2024,,2023-08-31,097,05,1,,,DR,3579724.63,JMT,1,202324300128442,
202324300060,JVIVI,2023/2024,,2023-08-31,006,05,1,,0060000,DR,129.14,CMD,3,202324300128438,
202324300061,JVIVR,2023/2024,,2023-08-30,006,05,1,,0060000,CR,54.15,CMF,1,202324200128382,
202324300062,RGEPA,2023/2024,,2023-08-30,097,05,1,,,DR,2206843465.71,JMZ,1,202324200128409,
202324400000,EPAYR,2023/2024,,2023-08-31,097,05,1,,,DR,3029776.73,JMR,16,202324300128463,
202324400001,JVBDP,2023/2024,,2023-08-31,097,05,1,,,DR,32384000680.17,JMY,70,202324300128465,
202324400002,JVRDI,2023/2024,,2023-08-31,006,05,1,,0060000,DR,21000532750.42,CMI,21,202324300128445,
202324400003,JVRGI,2023/2024,,2023-08-31,097,05,1,,,DR,1139244158.32,JMG,56,202324300128461,
202324400004,RDBOA,2023/2024,,2023-08-31,097,05,1,,,DR,6255520.04,JND,3,202324300128467,
202324400005,JVLVP,2023/2024,,2023-08-31,097,05,1,,,DR,1935535331.55,JML,2,202324300128462,
202324400006,ADEPT,2023/2024,,2023-08-31,014,05,1,,0147001,DR,642.25,COK,1,202324300128446,
202324400007,ADEPT,2023/2024,,2023-08-31,014,05,1,,0147004,DR,6515.19,COK,3,202324300128447,
202324400008,ADEPT,2023/2024,,2023-08-31,014,05,1,,0147006,DR,426.35,COK,1,202324300128448,
202324400009,ADEPT,2023/2024,,2023-08-31,014,05,1,,0147012,DR,113.11,COK,1,202324300128449,
202324400010,ADEPT,2023/2024,,2023-08-31,014,05,1,,0147025,DR,1073.89,COK,4,202324300128450,
202324400011,ADEPT,2023/2024,,2023-08-31,014,05,1,,0147027,DR,1648.70,COK,2,202324300128451,
202324400012,ADEPT,2023/2024,,2023-08-31,014,05,1,,0147030,DR,895.92,COK,2,202324300128452,
202324400013,ADEPT,2023/2024,,2023-08-31,014,05,1,,0147031,DR,2685.11,COK,3,202324300128453,
202324400014,ADEPT,2023/2024,,2023-08-31,014,05,1,,0148444,DR,561.00,COK,1,202324300128455,
202324400015,ADEPT,2023/2024,,2023-08-31,014,05,1,,0148455,DR,293.00,COK,1,202324300128456,
202324400016,ADEPT,2023/2024,,2023-08-31,014,05,1,,0148460,DR,2050.00,COK,4,202324300128457,
202324400017,ADEPT,2023/2024,,2023-08-31,014,05,1,,0148477,DR,322.00,COK,1,202324300128458,
202324400018,ADEPT,2023/2024,,2023-08-31,018,05,1,,0180105,DR,5595.90,COK,1,202324300128459,
202324400019,ADEPT,2023/2024,,2023-08-31,122,05,1,,1220382,DR,1215.41,COK,2,202324300128468,
202324400020,ADEPT,2023/2024,,2023-08-31,122,05,1,,1220383,DR,3179.50,COK,1,202324300128469,
202324400021,ADEPT,2023/2024,,2023-08-31,122,05,1,,1220580,DR,228.44,COK,4,202324300128470,
202324400022,ADEPT,2023/2024,,2023-08-31,122,05,1,,1220581,DR,483.22,COK,4,202324300128471,
202324400023,ADEPT,2023/2024,,2023-08-31,122,05,1,,1220583,DR,588.93,COK,3,202324300128472,
202324400024,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221490,DR,583.75,COK,1,202324300128473,
202324400025,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221491,DR,670.50,COK,4,202324300128474,
202324400026,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221494,DR,2241.67,COK,14,202324300128475,
202324400027,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221497,DR,225.50,COK,2,202324300128476,
202324400028,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221500,DR,1527.05,COK,6,202324300128477,
202324400029,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221560,DR,548.96,COK,1,202324300128478,
202324400030,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221585,DR,252.73,COK,2,202324300128479,
202324400031,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221587,DR,222.24,COK,1,202324300128480,
202324400032,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221589,DR,630.00,COK,4,202324300128481,
202324400033,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221593,DR,1854.75,COK,2,202324300128482,
202324400034,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221596,DR,437.97,COK,1,202324300128483,
202324400035,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221887,DR,3157.74,COK,7,202324300128484,
202324400036,ADEPT,2023/2024,,2023-08-31,122,05,1,,1221890,DR,678.93,COK,1,202324300128485,
202324400037,ADEPT,2023/2024,,2023-08-31,122,05,1,,1222509,DR,4963.73,COK,4,202324300128486,
202324400038,ADEPT,2023/2024,,2023-08-31,122,05,1,,1223704,DR,151.50,COK,1,202324300128487,
202324400039,ADEPT,2023/2024,,2023-08-31,122,05,1,,1224390,DR,269.50,COK,1,202324300128488,
202324400040,ADEPT,2023/2024,,2023-08-31,122,05,1,,1224391,DR,106.42,COK,1,202324300128489,
202324400041,ADEPT,2023/2024,,2023-08-31,122,05,1,,1224394,DR,1060.50,COK,5,202324300128490,
202324400042,ADEPT,2023/2024,,2023-08-31,122,05,1,,1224395,DR,267.20,COK,2,202324300128491,
202324400043,ADEPT,2023/2024,,2023-08-31,122,05,1,,1224752,DR,844.03,COK,1,202324300128492,
202324400044,ADEPT,2023/2024,,2023-08-31,122,05,1,,1224796,DR,188.50,COK,1,202324300128493,
202324400045,ADEPT,2023/2024,,2023-08-31,122,05,1,,1228891,DR,3580.65,COK,2,202324300128494,
202324400046,AFDEP,2023/2024,,2023-08-31,014,05,1,,0147031,DR,2082.54,COL,2,202324300128454,
202324400047,JVEFI,2023/2024,,2023-09-01,018,06,1,,0180125,DR,3424.41,CMC,2,202324400128505,
202324400048,JVEFI,2023/2024,,2023-09-01,018,06,1,,0182182,DR,1777.32,CMC,1,202324400128507,
202324400049,JVEFI,2023/2024,,2023-09-01,018,06,1,,0186451,CR,27779.96,CMC,1,202324400128510,
202324400050,JVEFI,2023/2024,,2023-09-01,035,06,1,,0350000,CR,994.56,CMC,1,202324400128511,
202324400051,JVEFI,2023/2024,,2023-09-01,005,06,1,,0050000,DR,4402.65,CMC,1,202324400128496,
202324400052,JVEFI,2023/2024,,2023-09-01,005,06,1,,0050054,CR,6901.49,CMC,3,202324400128498,
202324400053,JVEFI,2023/2024,,2023-09-01,018,06,1,,0180114,DR,1193.66,CMC,2,202324400128504,
202324400054,JVEFI,2023/2024,,2023-09-01,018,06,1,,0180125,DR,3047.32,CMC,2,202324400128505,
202324400055,JVEFI,2023/2024,,2023-09-01,018,06,1,,0181941,DR,3678.85,CMC,1,202324400128506,
202324400056,JVEFI,2023/2024,,2023-09-01,018,06,1,,0182182,DR,962.54,CMC,1,202324400128507,
202324400057,JVEFI,2023/2024,,2023-09-01,018,06,1,,0182183,DR,1049.51,CMC,1,202324400128508,
202324400058,JVEFI,2023/2024,,2023-09-01,018,06,1,,0182184,DR,9148.51,CMC,1,202324400128509,
202324400059,JVEFI,2023/2024,,2023-09-01,018,06,1,,0186451,DR,40752.73,CMC,2,202324400128510,
202324400060,JVEFI,2023/2024,,2023-09-01,005,06,1,,0050050,DR,3778.95,CMC,2,202324400128497,
202324400061,JVEFI,2023/2024,,2023-09-01,005,06,1,,0050054,CR,2038.47,CMC,3,202324400128498,
202324400062,JVEFR,2023/2024,,2023-08-31,086,05,1,,0860100,CR,727.49,CME,1,202324300128460,
202324400063,JVFID,2023/2024,,2023-09-01,097,06,1,,,DR,1155.62,JMU,1,202324400128516,
202324400064,JVFIR,2023/2024,,2023-09-01,097,06,1,,,DR,7062226.18,JMT,1,202324400128515,
202324400065,JVFIR,2023/2024,,2023-09-01,097,06,1,,,DR,36584555.59,JMT,1,202324400128515,
202324400066,JVFIR,2023/2024,,2023-09-01,097,06,1,,,DR,1435644.54,JMT,1,202324400128515,
202324400067,JVFRD,2023/2024,,2023-08-31,097,05,1,,,DR,56.70,JMV,1,202324300128464,
202324400068,JVIVI,2023/2024,,2023-09-01,006,06,1,,0060000,DR,5322.09,CMD,3,202324400128500,
202324400069,JVIVR,2023/2024,,2023-08-31,006,05,1,,0060000,CR,137.31,CMF,1,202324300128444,
202324800000,EPAYR,2023/2024,,2023-09-01,097,06,1,,,DR,4554397.62,JMR,22,202324400128514,
202324800001,JVBDP,2023/2024,,2023-09-01,097,06,1,,,DR,9385512665.98,JMY,81,202324400128518,
202324800002,JVBRC,2023/2024,,2023-09-01,006,06,1,,0060000,DR,1859926072.57,CMJ,1,202324400128503,
202324800003,JVRDI,2023/2024,,2023-09-01,006,06,1,,0060000,DR,39555794411.27,CMI,23,202324400128502,
202324800004,JVRGI,2023/2024,,2023-09-01,097,06,1,,,DR,1920444208.58,JMG,75,202324400128512,
202324800005,RDBOA,2023/2024,,2023-09-01,097,06,1,,,DR,45123250.37,JND,3,202324400128519,
202324800006,JVLVP,2023/2024,,2023-09-01,097,06,1,,,DR,3584646156.11,JML,2,202324400128513,
202324800007,ADEPT,2023/2024,,2023-09-01,014,06,1,,0147006,DR,562.56,COK,1,202324400128536,
202324800008,ADEPT,2023/2024,,2023-09-01,014,06,1,,0147007,DR,2135.86,COK,2,202324400128537,
202324800009,ADEPT,2023/2024,,2023-09-01,014,06,1,,0147020,DR,604.70,COK,1,202324400128538,
202324800010,ADEPT,2023/2024,,2023-09-01,014,06,1,,0147026,DR,610.75,COK,2,202324400128539,
202324800011,ADEPT,2023/2024,,2023-09-01,014,06,1,,0147031,DR,2148.30,COK,2,202324400128540,
202324800012,ADEPT,2023/2024,,2023-09-01,014,06,1,,0147536,DR,421.77,COK,1,202324400128541,
202324800013,ADEPT,2023/2024,,2023-09-01,014,06,1,,0148455,DR,700.00,COK,1,202324400128543,
202324800014,ADEPT,2023/2024,,2023-09-01,014,06,1,,0148460,DR,4011.00,COK,1,202324400128544,
202324800015,ADEPT,2023/2024,,2023-09-01,014,06,1,,0148488,DR,2208.00,COK,2,202324400128545,
202324800016,ADEPT,2023/2024,,2023-09-01,122,06,1,,1220581,DR,78.24,COK,1,202324400128547,
202324800017,ADEPT,2023/2024,,2023-09-01,122,06,1,,1220582,DR,50.39,COK,1,202324400128548,
202324800018,ADEPT,2023/2024,,2023-09-01,122,06,1,,1220583,DR,345.00,COK,1,202324400128549,
202324800019,ADEPT,2023/2024,,2023-09-01,122,06,1,,1220693,DR,419.11,COK,1,202324400128550,
202324800020,ADEPT,2023/2024,,2023-09-01,122,06,1,,1221491,DR,153.00,COK,1,202324400128551,
202324800021,ADEPT,2023/2024,,2023-09-01,122,06,1,,1221494,DR,844.36,COK,6,202324400128552,
202324800022,ADEPT,2023/2024,,2023-09-01,122,06,1,,1221500,DR,567.05,COK,3,202324400128553,
202324800023,ADEPT,2023/2024,,2023-09-01,122,06,1,,1221560,DR,2630.55,COK,1,202324400128554,
202324800024,ADEPT,2023/2024,,2023-09-01,122,06,1,,1221569,DR,782.65,COK,2,202324400128555,
202324800025,ADEPT,2023/2024,,2023-09-01,122,06,1,,1221570,DR,94.04,COK,1,202324400128556,
202324800026,ADEPT,2023/2024,,2023-09-01,122,06,1,,1221585,DR,353.25,COK,2,202324400128557,
202324800027,ADEPT,2023/2024,,2023-09-01,122,06,1,,1221875,DR,63084.70,COK,2,202324400128558,
202324800028,ADEPT,2023/2024,,2023-09-01,122,06,1,,1221887,DR,588.07,COK,1,202324400128559,
202324800029,ADEPT,2023/2024,,2023-09-01,122,06,1,,1222790,DR,2.45,COK,1,202324400128560,
202324800030,ADEPT,2023/2024,,2023-09-01,122,06,1,,1224391,DR,315.00,COK,2,202324400128561,
202324800031,ADEPT,2023/2024,,2023-09-01,122,06,1,,1224394,DR,308.50,COK,3,202324400128562,
202324800032,ADEPT,2023/2024,,2023-09-01,122,06,1,,1224395,DR,520.75,COK,1,202324400128563,
202324800033,ADEPT,2023/2024,,2023-09-01,122,06,1,,1224396,DR,134.75,COK,1,202324400128564,
202324800034,ADEPT,2023/2024,,2023-09-01,122,06,1,,1224397,DR,231.00,COK,1,202324400128565,
202324800035,ADEPT,2023/2024,,2023-09-01,122,06,1,,1228800,DR,120.00,COK,1,202324400128566,
202324800036,ADEPT,2023/2024,,2023-09-01,122,06,1,,1228890,DR,556.52,COK,1,202324400128567,
202324800037,AFDEP,2023/2024,,2023-09-01,014,06,1,,0147536,DR,1875.00,COL,1,202324400128542,
202324800038,JVEFI,2023/2024,,2023-09-05,035,06,1,,0350000,CR,574.13,CMC,1,202324800128532,
202324800039,JVEFI,2023/2024,,2023-09-05,005,06,1,,0050054,DR,577.83,CMC,1,202324800128520,
202324800040,JVEFI,2023/2024,,2023-09-05,018,06,1,,0180138,CR,2406.19,CMC,1,202324800128524,
202324800041,JVEFI,2023/2024,,2023-09-05,018,06,1,,0180159,CR,558.94,CMC,1,202324800128526,
202324800042,JVEFI,2023/2024,,2023-09-05,018,06,1,,0183048,DR,541.53,CMC,1,202324800128527,
202324800043,JVEFI,2023/2024,,2023-09-05,018,06,1,,0186369,CR,585.31,CMC,1,202324800128528,
202324800044,JVEFI,2023/2024,,2023-09-05,018,06,1,,0186451,DR,3321.27,CMC,1,202324800128529,
202324800045,JVEFI,2023/2024,,2023-09-05,018,06,1,,0189999,CR,1931.69,CMC,2,202324800128530,
202324800046,JVEFI,2023/2024,,2023-09-05,005,06,1,,0050054,DR,2150.94,CMC,2,202324800128520,
202324800047,JVEFI,2023/2024,,2023-09-05,018,06,1,,0180103,DR,1190.04,CMC,1,202324800128522,
202324800048,JVEFI,2023/2024,,2023-09-05,018,06,1,,0180106,DR,897.86,CMC,1,202324800128523,
202324800049,JVEFI,2023/2024,,2023-09-05,018,06,1,,0180153,DR,1187.34,CMC,1,202324800128525,
202324800050,JVEFI,2023/2024,,2023-09-05,018,06,1,,0186369,DR,833.25,CMC,1,202324800128528,
202324800051,JVEFI,2023/2024,,2023-09-05,030,06,1,,0301612,DR,507.32,CMC,1,202324800128531,
202324800052,JVEFI,2023/2024,,2023-09-05,165,06,1,,1651651,DR,589.91,CMC,1,202324800128535,
202324800053,JVFID,2023/2024,,2023-09-05,097,06,1,,,DR,451.26,JMU,1,202324800128534,
202324800054,JVFIR,2023/2024,,2023-09-05,097,06,1,,,DR,2652888.00,JMT,1,202324800128533,
202324800055,JVFIR,2023/2024,,2023-09-05,097,06,1,,,DR,2426783.21,JMT,1,202324800128533,
202324800056,JVFIR,2023/2024,,2023-09-05,097,06,1,,,DR,2276799.32,JMT,1,202324800128533,
202324800057,JVFRD,2023/2024,,2023-09-01,097,06,1,,,DR,641.19,JMV,1,202324400128517,
202324800058,JVIVI,2023/2024,,2023-09-05,006,06,1,,0060000,DR,3756.26,CMD,3,202324800128521,
202324800059,JVIVR,2023/2024,,2023-09-01,006,06,1,,0060000,CR,16.30,CMF,1,202324400128501,
202324800060,UNSPD,2023/2024,,2023-09-01,006,06,1,,0060000,DR,2944070.74,CMA,7,202324400128499,
202324800061,RGEPA,2023/2024,,2023-08-31,097,05,1,,,DR,897703898.66,JMZ,1,202324300128466,
202324900000,RGEIC,2023/2024,,2023-09-06,097,05,1,3615000,,CR,224055.06,JNC,1,202324900128495,
202324900001,EPAYR,2023/2024,,2023-09-05,097,06,1,,,DR,3461059.29,JMR,14,202324800128574,
202324900002,JVBDP,2023/2024,,2023-09-05,097,06,1,,,DR,4329280343.36,JMY,74,202324800128576,
202324900003,JVBRT,2023/2024,,2023-09-05,006,06,1,,0060000,DR,1700000.00,CMT,1,202324800128570,
202324900004,JVRDI,2023/2024,,2023-09-05,006,06,1,,0060000,DR,85830.23,CMI,20,202324800128569,
202324900005,JVRGI,2023/2024,,2023-09-05,097,06,1,,,DR,1094099079.03,JMG,44,202324800128572,
202324900006,RDBOA,2023/2024,,2023-09-05,097,06,1,,,DR,7365967.82,JND,3,202324800128578,
202324900007,JVLVP,2023/2024,,2023-09-05,097,06,1,,,DR,835911098.68,JML,2,202324800128573,
202324900008,ADEPT,2023/2024,,2023-09-05,122,06,1,,1222509,DR,808.82,COK,1,202324800128579,
202324900009,AFDEP,2023/2024,,2023-09-05,014,06,1,,0147007,DR,646.09,COL,1,202324800128571,
202324900010,JVEFI,2023/2024,,2023-09-06,050,06,1,,0509000,CR,676.06,CMC,1,202324900128589,
202324900011,JVEFI,2023/2024,,2023-09-06,005,06,1,,0050050,CR,512.44,CMC,1,202324900128580,
202324900012,JVEFI,2023/2024,,2023-09-06,018,06,1,,0180117,CR,34700.62,CMC,1,202324900128583,
202324900013,JVEFI,2023/2024,,2023-09-06,018,06,1,,0180159,DR,1078.27,CMC,1,202324900128584,
202324900014,JVEFI,2023/2024,,2023-09-06,018,06,1,,0181677,DR,16729.97,CMC,1,202324900128585,
202324900015,JVEFI,2023/2024,,2023-09-06,018,06,1,,0182350,DR,8056.00,CMC,1,202324900128586,
202324900016,JVEFI,2023/2024,,2023-09-06,018,06,1,,0183132,CR,1281.56,CMC,1,202324900128587,
202324900017,JVEFI,2023/2024,,2023-09-06,018,06,1,,0189999,CR,3111.73,CMC,2,202324900128588,
202324900018,JVEFI,2023/2024,,2023-09-06,005,06,1,,0050054,CR,1571.31,CMC,3,202324900128581,
202324900019,JVFID,2023/2024,,2023-09-06,097,06,1,,,DR,953.44,JMU,1,202324900128591,
202324900020,JVFIR,2023/2024,,2023-09-06,097,06,1,,,DR,3313923.80,JMT,1,202324900128590,
202324900021,JVFIR,2023/2024,,2023-09-06,097,06,1,,,DR,8446103.78,JMT,1,202324900128590,
202324900022,JVFIR,2023/2024,,2023-09-06,097,06,1,,,DR,1968887.53,JMT,1,202324900128590,
202324900023,JVFRD,2023/2024,,2023-09-05,097,06,1,,,DR,503.41,JMV,1,202324800128575,
202324900024,JVIVI,2023/2024,,2023-09-06,006,06,1,,0060000,DR,1858.53,CMD,3,202324900128582,
202324900025,JVIVR,2023/2024,,2023-09-05,006,06,1,,0060000,CR,787.04,CMF,1,202324800128568,
202324900026,RGEPA,2023/2024,,2023-09-01,097,06,1,,,DR,1666483791.89,JMZ,1,202324400128546,
202324900027,RGEPA,2023/2024,,2023-09-05,097,06,1,,,DR,881812687.88,JMZ,1,202324800128577,
202325000000,EPAYR,2023/2024,,2023-09-06,097,06,1,,,DR,2976590.10,JMR,15,202324900128616,
202325000001,JVBDP,2023/2024,,2023-09-06,097,06,1,,,DR,9878288482.90,JMY,75,202324900128617,
202325000002,JVBRT,2023/2024,,2023-09-06,006,06,1,,0060000,DR,57798370.77,CMT,1,202324900128595,
202325000003,JVRDI,2023/2024,,2023-09-06,006,06,1,,0060000,DR,144377.74,CMI,29,202324900128594,
202325000004,JVRGI,2023/2024,,2023-09-06,097,06,1,,,DR,1701793121.00,JMG,74,202324900128614,
202325000005,RDBOA,2023/2024,,2023-09-06,097,06,1,,,DR,13714784.16,JND,3,202324900128619,
202325000006,JVLVP,2023/2024,,2023-09-06,097,06,1,,,DR,309613848.69,JML,2,202324900128615,
202325000007,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147004,DR,3393.81,COK,4,202324900128596,
202325000008,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147005,DR,1165.16,COK,1,202324900128597,
202325000009,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147006,DR,792.42,COK,1,202324900128598,
202325000010,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147009,DR,768.46,COK,1,202324900128599,
202325000011,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147010,DR,760.10,COK,1,202324900128600,
202325000012,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147025,DR,51.63,COK,1,202324900128601,
202325000013,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147026,DR,1243.70,COK,2,202324900128602,
202325000014,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147027,DR,835.66,COK,1,202324900128603,
202325000015,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147028,DR,3986.56,COK,10,202324900128604,
202325000016,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147029,DR,717.06,COK,1,202324900128605,
202325000017,ADEPT,2023/2024,,2023-09-06,014,06,1,,0147030,DR,1268.10,COK,1,202324900128606,
202325000018,ADEPT,2023/2024,,2023-09-06,014,06,1,,0148444,DR,2135.00,COK,2,202324900128607,
202325000019,ADEPT,2023/2024,,2023-09-06,014,06,1,,0148455,DR,1522.00,COK,2,202324900128608,
202325000020,ADEPT,2023/2024,,2023-09-06,014,06,1,,0148460,DR,1394.00,COK,2,202324900128609,
202325000021,ADEPT,2023/2024,,2023-09-06,021,06,1,,0210132,DR,1509.76,COK,1,202324900128610,
202325000022,ADEPT,2023/2024,,2023-09-06,030,06,1,,0301901,DR,616.92,COK,1,202324900128611,
202325000023,ADEPT,2023/2024,,2023-09-06,041,06,1,,0410900,DR,650.00,COK,1,202324900128612,
202325000024,ADEPT,2023/2024,,2023-09-06,079,06,1,,0794222,DR,2419.06,COK,1,202324900128613,
202325000025,ADEPT,2023/2024,,2023-09-06,122,06,1,,1220580,DR,132.15,COK,2,202324900128620,
202325000026,ADEPT,2023/2024,,2023-09-06,122,06,1,,1220691,DR,176.38,COK,1,202324900128621,
202325000027,ADEPT,2023/2024,,2023-09-06,122,06,1,,1221491,DR,233.50,COK,1,202324900128622,
202325000028,ADEPT,2023/2024,,2023-09-06,122,06,1,,1221494,DR,1052.99,COK,8,202324900128623,
